UserId,Age,Gender_Male,Gender_Female,Gender_Other,Pref_Vegetarian,Pref_Vegan,Pref_GlutenFree,Pref_Pescatarian,Pref_LowCalorie,Pref_HighProtein,Pref_LowCarb,Pref_LowFat,Pref_LowSugar,Pref_HighFiber,Pref_LowSodium
76433fb2-7e82-48ab-8838-750fd8e38ff9,29,True,False,False,False,False,False,False,True,False,False,False,True,True,False
62eb6c67-fea9-4778-8cf0-76151bf9deed,31,True,False,False,True,False,False,False,False,False,False,False,True,True,False
66be0ce0-e574-435f-9183-7a0c997a24f1,31,False,True,False,True,True,True,False,False,False,False,False,False,False,False
e40219db-585e-4d89-9931-7a639d45b4a8,30,False,True,False,False,False,False,False,False,False,False,False,True,False,False
57151c9a-6645-4703-ac94-7d4a42bcb4fc,32,True,False,False,False,False,False,True,False,False,False,False,False,True,False
92d26cec-465b-4e2f-8af7-7f1243fa9012,22,False,True,False,False,True,False,False,False,False,False,False,False,False,False
93f441b9-3bab-45be-80f0-81995a0f2444,28,True,False,False,True,False,False,False,False,False,False,False,False,True,True
1f66353d-c08b-4416-ab85-8205cf86b0f3,34,True,False,False,False,True,False,False,False,False,False,False,False,False,True
00d7590c-b620-4f9e-b2a6-8740679e182e,22,False,True,False,False,False,False,False,False,False,True,False,False,False,False
ac0cdb81-ad82-4c2c-aefb-8d53cc6c1c3d,26,False,True,False,True,False,False,False,True,False,False,False,True,False,False
3e69d0e9-6290-4575-a4a0-9515523bbc7f,32,True,False,False,False,False,False,True,False,False,False,False,False,False,False
d0e71471-0ef8-4f65-86eb-960a27655796,29,True,False,False,True,False,False,False,False,False,True,False,False,False,False
d98f3ef1-4297-4175-84e4-991b203f5f09,31,True,False,False,True,False,False,False,True,True,False,False,False,False,False
ab23108a-772a-41ed-9acd-999580156b93,33,False,True,False,False,False,True,False,False,True,False,False,False,True,False
7aa98683-e354-462d-9b8f-9ba30069c002,33,False,True,False,False,True,False,False,True,False,False,False,False,True,False
18004614-989c-46b2-916d-a22fb0197a20,32,True,False,False,False,True,False,False,True,False,False,False,True,False,False
498ff5a7-6b06-4b25-b196-a33f33474402,21,True,False,False,False,False,True,True,False,False,True,False,False,False,False
d3ff1185-da02-438d-a22f-a3f036333fcb,34,False,True,False,False,False,False,True,False,False,True,False,False,False,False
93d43236-ce78-4c89-8253-a459182be827,35,False,True,False,True,False,True,False,False,False,False,False,False,False,False
b59dd837-ce22-42f7-a4cf-a4a20b7c537a,25,False,True,False,False,True,False,False,False,False,False,False,False,False,False
5fb2ded2-9893-4b74-b9c4-a551c8f7432a,25,False,True,False,False,False,False,False,True,False,False,True,False,False,True
a5ff1887-567f-4174-a248-a74d20353ec1,27,False,True,False,False,False,False,False,False,False,False,True,False,False,True
469a4f7a-daf0-450c-a8f7-a7b38ea9aae4,30,False,True,False,False,False,False,True,False,False,True,False,False,True,False
fd131281-c154-4ef7-b51c-abf8737dfb9c,21,True,False,False,False,False,False,False,False,False,False,False,False,False,True
4c01d924-d10e-473d-b043-aee0c05272f5,31,False,True,False,True,False,True,True,False,False,False,False,False,False,False
5c876c53-639f-4d81-a21b-b14c757b597f,35,False,True,False,False,True,False,False,False,False,True,False,False,False,False
d348df6e-16e1-4154-838c-b247825fe5c0,34,False,True,False,False,False,True,False,False,False,False,False,False,True,True
15cb4049-5127-44f4-8ae6-b3d7a740674b,22,False,True,False,False,False,False,False,True,True,False,False,False,False,True
63435d57-b73c-40cf-99a8-b3dbf4e8c46b,25,True,False,False,False,False,False,True,False,False,False,False,True,True,False
c82be2b9-3756-4e3b-9de8-b5d17c5f6104,22,True,False,False,False,False,False,True,True,False,False,False,False,False,False
2469cc5b-4f66-4305-981f-b7255c7b3716,30,True,False,False,False,False,False,False,False,False,True,False,False,False,False
6e9a1bc4-1359-4b28-8e24-bb8f0ef4f3c0,26,True,False,False,True,False,False,False,False,False,False,False,True,True,False
4ceda3af-d67f-40a2-bb9f-bb90c42e06f3,22,True,False,False,False,True,False,False,True,False,False,False,False,False,False
67e66739-e586-4ccf-b687-bd62a578149f,21,True,False,False,False,True,False,False,False,False,False,False,False,False,False
7240094e-9f3e-4855-a039-c18e032ab7a8,21,False,True,False,False,False,False,True,True,False,True,False,False,False,False
82f44228-9b6d-4059-a614-c2ebca38e4d4,31,False,True,False,False,False,False,False,False,False,False,True,False,False,False
7c78854b-abf3-42da-a7d0-c51bf860cac8,20,True,False,False,False,False,False,False,False,False,False,True,False,False,False
da67877f-f534-4fdc-aee3-c5df11ed2867,28,True,False,False,False,False,False,False,True,False,False,False,False,False,False
80dce9ef-3a1d-4fb6-814d-c6c3386d6bd9,33,False,True,False,True,False,False,False,False,True,False,False,False,False,False
a9b4e2b8-44a3-41c6-be19-c760681fce46,27,False,True,False,False,False,True,False,False,False,False,False,False,False,False
aad2c226-e5ef-4196-b001-c7701320b8ef,32,False,True,False,False,False,False,False,False,True,True,False,False,True,False
5ece9fad-2e5e-4113-9298-c79f940ef63a,25,False,True,False,False,False,False,False,False,False,False,True,False,False,True
ecc1caf6-d8c6-4c9c-8c72-c8c91c488a47,35,True,False,False,False,False,False,False,False,False,False,False,False,False,True
07d64011-f6d5-4656-9957-cd8b766d8a43,23,True,False,False,False,False,False,False,True,False,False,False,False,False,False
6d627371-315e-4d20-82be-d24f8ef2674d,27,True,False,False,False,False,True,False,False,False,False,True,False,False,False
3ab7d5f5-b13e-4c37-aa93-e0cfb2ae13d5,21,True,False,False,False,False,True,False,False,False,False,True,False,False,False
d2b0e182-3fa0-48c0-a788-e24557adc57a,34,False,True,False,False,True,False,True,False,False,False,False,False,True,False
ac68bc4f-bc14-4b5b-8fdb-e2d857544ac0,25,True,False,False,False,False,False,False,True,False,False,True,False,False,False
661c75ef-6b3a-4ad1-ab17-e41b5ad5999d,20,True,False,False,False,False,False,False,False,True,False,False,False,True,False
058f8924-f528-4b07-826b-e7f698d76199,27,True,False,False,False,False,True,False,True,False,False,False,False,True,False
2a26082e-c836-46dc-8641-e8e40e3e9f94,21,False,True,False,False,True,False,False,False,False,False,False,False,False,False
c542b700-a8f1-4bfb-b687-f27da753aafe,20,True,False,False,False,False,True,False,False,True,False,False,False,False,False
815f6f68-463e-4766-87f6-f600807fdf5b,23,False,True,False,False,False,False,False,False,False,False,False,True,True,False
e4ece1f9-125a-4d1b-bdca-fc7068663040,29,True,False,False,False,False,False,False,True,False,False,False,False,False,False
90580f8d-3fa0-496d-b4a0-fe9db6fbdaf4,27,True,False,False,False,True,False,False,False,False,False,False,False,True,False
